reference,date,title,type,subject,status,url
2019/2879(RSP),2019-10-24,Résolution sur la situation des personnes LGBTI en Ouganda,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2879(RSP)&l=fr
2020/2513(RSP),2020-01-16,"Résolution sur les auditions en cours au titre de l’article 7, paragraphe 1, du traité UE en ce qui concerne la Pologne et la Hongrie",RSP,"[""8.30.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2513(RSP)&l=fr
2020/2552(RSP),2020-02-13,Résolution sur le travail des enfants dans les mines à Madagascar,RSP,"[""4.10.03"", ""Madagascar"", ""Pays"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2552(RSP)&l=fr
2018/0217(COD),2018-06-01,"Politique agricole commune (PAC): financement, gestion et suivi 2021–2027",COD,"[""3.10.12""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0217(COD)&l=fr
2021/0044(NLE),2021-02-24,Accord UE/Indonésie: modification des concessions pour l’ensemble des contingents tarifaires de la liste CLXXV de l’UE à la suite du retrait du Royaume-Uni de l’Union européenne,NLE,"[""6.20.04"", ""6.20.03"", ""6.40.08"", ""Indonésie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0044(NLE)&l=fr
2018/0244(CNS),2018-06-14,"Association des pays et territoires d'outre-mer à l'Union européenne, y compris les relations UE/Groenland/ Danemark 2021–2027",CNS,"[""4.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0244(CNS)&l=fr
2022/2656(RSP),2022-05-04,Résolution sur le cas d’Osman Kavala en Turquie,RSP,"[""Turquie"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2656(RSP)&l=fr
2020/2257(INI),2020-12-17,Coopération UE-OTAN dans le cadre des relations transatlantiques,INI,"[""6.10.02"", ""6.40.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2257(INI)&l=fr
2020/2777(RSP),2020-09-15,Résolution sur la situation en Russie: l’empoisonnement d’Alexeï Navalny,RSP,"[""Russie"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2777(RSP)&l=fr
2018/0135(CNS),2018-05-02,Système des ressources propres de l'Union européenne,CNS,"[""8.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0135(CNS)&l=fr
2021/0378(COD),2021-11-25,"Point d’accès unique européen: accès aux informations concernant les services financiers, les marchés des capitaux et la durabilité",COD,"[""2.50"", ""2.50.03"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0378(COD)&l=fr
2021/0200(COD),2021-07-14,Réductions annuelles contraignantes des émissions de gaz à effet de serre par les États membres (Règlement sur la répartition de l'effort),COD,"[""3.70.02"", ""3.70.03"", ""3.70.18""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0200(COD)&l=fr
2020/2019(INL),2020-01-16,Législation sur les services numériques: adaptation des règles de droit commercial et civil pour les entités commerciales opérant en ligne,INL,"[""2.40"", ""3.40.06"", ""3.45.05"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2019(INL)&l=fr
2023/2832(RSP),2023-09-13,"Résolution sur le cas de Gubad Ibadoghlu, emprisonné en Azerbaïdjan",RSP,"[""Azerbaïdjan"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2832(RSP)&l=fr
2020/0274(NLE),2020-09-28,Accord de partenariat dans le secteur de la pêche CE/Mauritanie: prorogation du protocole,NLE,"[""3.15.15.02"", ""Mauritanie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0274(NLE)&l=fr
2019/0164(NLE),2019-08-02,"Accord-cadre UE/Autorité palestinienne de la Cisjordanie et de la bande de Gaza: participation de l'Autorité palestinienne aux programmes de l'Union. Protocole à l’accord d'association euro-méditerranéen intérimaire relatif aux échanges commerciaux et à la coopération CE/Organisation de libération de la Palestine (OLP), agissant pour le compte de l'Autorité palestinienne de la Cisjordanie et de la bande de Gaza",NLE,"[""6.40.05.06"", ""Palestine"", ""Pays"", ""6.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0164(NLE)&l=fr
2019/0151(COD),2019-07-11,Institut européen d’innovation et de technologie (EIT). Refonte,COD,"[""4.40"", ""3.50.04"", ""3.50.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0151(COD)&l=fr
2023/0192(COD),2023-06-20,"Habiliter la France à négocier, à signer et à conclure un accord international sur les exigences en matière de sécurité et d’interopérabilité sur la liaison fixe transmanche",COD,"[""3.20.02.01"", ""Royaume-Uni"", ""Pays"", ""3.20.15.08"", ""France""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0192(COD)&l=fr
2023/0124(COD),2023-04-28,Détergents et tensioactifs,COD,"[""2.10.03"", ""3.70.13"", ""4.60.02"", ""3.40.01"", ""3.70.04"", ""4.60.08"", ""6.20.02""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0124(COD)&l=fr
2020/2815(RSP),2020-10-08,Résolution sur la situation des migrants éthiopiens dans les centres de détention en Arabie saoudite,RSP,"[""7.10.06"", ""6.10.08"", ""Arabie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2815(RSP)&l=fr
2020/2760(RSP),2020-10-19,Résolution sur l'avenir de l'enseignement en Europe dans le contexte de la Covid-19,RSP,"[""4.40.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2760(RSP)&l=fr
2020/2121(INI),2020-09-17,La perspective de genre pendant la crise de la COVID-19 et la période de l'après-crise,INI,"[""4.20.06"", ""4.10.09"", ""4.10.04"", ""4.15.08"", ""4.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2121(INI)&l=fr
2021/0356(BUD),2021-11-08,Mobilisation du Fonds européen d'ajustement à la mondialisation: licenciements dans l'industrie automobile en Espagne,BUD,"[""Espagne"", ""Pays"", ""3.40.03"", ""4.15.05"", ""8.70.51""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0356(BUD)&l=fr
2023/0147(NLE),2023-05-16,Accord de partenariat dans le secteur de la pêche CE/Kiribati (2023-2028). Protocole relatif à la mise en œuvre,NLE,"[""3.15.15.06"", ""Kiribati"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0147(NLE)&l=fr
2019/2159(INI),2019-12-19,Défis et perspectives pour le secteur de la pêche en mer Noire,INI,"[""3.15.04"", ""3.15.06"", ""Mer"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2159(INI)&l=fr
2019/2134(INI),2019-10-24,Activités du Médiateur européen - rapport annuel 2018,INI,"[""1.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2134(INI)&l=fr
2019/2157(INI),2019-12-19,La stratégie forestière européenne: la voie à suivre,INI,"[""3.10.11"", ""3.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2157(INI)&l=fr
2022/0216(COD),2022-07-14,Normes de qualité et de sécurité des substances d’origine humaine destinées à une application humaine,COD,"[""4.20.01"", ""4.20.05"", ""4.20.02.06"", ""4.20.04.02""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0216(COD)&l=fr
2021/2117(DEC),2021-06-30,Décharge 2020 : Office de l'Organe des régulateurs européens des communications électroniques (ORECE),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2117(DEC)&l=fr
2016/0062R(NLE),2022-02-17,Convention du Conseil de l'Europe sur la prévention et la lutte contre la vioence à l'égard des femmes et la violence domestique: adhésion de l'Union européenne,NLE,"[""4.10.09"", ""7.30.30.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2016/0062R(NLE)&l=fr
2020/2503(RSP),2020-01-16,"Résolution sur le Nigeria, notamment les récents attentats terroristes",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2503(RSP)&l=fr
2023/3024(RSP),2023-12-13,Résolution sur les communautés massaï en Tanzanie,RSP,"[""4.10.08"", ""Tanzanie"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/3024(RSP)&l=fr
2020/0112R(APP),2020-12-17,Agence des droits fondamentaux de l’Union européenne,APP,"[""1.10"", ""7.30.08"", ""8.40.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0112R(APP)&l=fr
2023/0265(COD),2023-07-11,Véhicules routiers: poids maximaux et dimensions maximales,COD,"[""3.40.03"", ""3.20.05"", ""3.20.06""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0265(COD)&l=fr
2020/0029(COD),2020-02-19,Contrôle de l'acquisition et de la détention d'armes. Codification,COD,"[""2.80"", ""2.10.01"", ""7.30.12"", ""6.20.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0029(COD)&l=fr
2017/0122(COD),2017-05-31,Exigences minimales relatives aux durées maximales de conduite journalière et hebdomadaire et à la durée minimale des pauses et des temps de repos journalier et hebdomadaire; localisation au moyen de tachygraphes,COD,"[""4.15.03"", ""3.20.05"", ""3.20.06"", ""3.20.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2017/0122(COD)&l=fr
2022/2036(INI),2022-05-05,Administration en ligne: accélérer la transition numérique des services publics qui étayent le fonctionnement du marché intérieur,INI,"[""2.80"", ""2.40.02"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2036(INI)&l=fr
2019/2086(DEC),2019-06-27,Décharge 2018: Agence européenne des produits chimiques (AEPC),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2086(DEC)&l=fr
2020/0298(BUD),2020-10-09,Budget rectificatif 9/2020: augmentation des crédits de paiement conformément aux prévisions actualisées de dépenses et d'autres ajustements des dépenses et recettes,BUD,"[""8.70.50""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0298(BUD)&l=fr
2023/2780(RSP),2023-07-12,Résolution sur les déchéances des droits politiques au Venezuela,RSP,"[""Venezuela"", ""Pays"", ""6.10.04"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2780(RSP)&l=fr
2019/2186(INI),2019-12-19,"Conditions de travail, droits et protection sociale justes pour les travailleurs de plateformes - nouvelles formes d'emploi liées au développement numérique",INI,"[""4.15.12"", ""4.15.04"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2186(INI)&l=fr
2019/2730(RSP),2019-07-16,Résolution sur la situation au Venezuela,RSP,"[""Venezuela"", ""Pays"", ""6.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2730(RSP)&l=fr
2020/2056(BUD),2020-04-02,"Mobilisation de l'instrument de flexibilité: migration, de l'afflux de réfugiés et des menaces pesant sur la sécurité; mesures immédiates dans le contexte de la flambée de COVID-19; renforcement du Parquet européen",BUD,"[""4.20.06"", ""7.10.06"", ""4.20.01"", ""8.70.70"", ""8.40.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2056(BUD)&l=fr
2019/2069(DEC),2019-06-27,Décharge 2018 : Observatoire européen des drogues et des toxicomanies (OEDT),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2069(DEC)&l=fr
2020/2179(DEC),2020-06-29,Décharge 2019 : Institut européen d'innovation et de technologie (EIT),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2179(DEC)&l=fr
2010/0112(NLE),2010-05-03,Accord de transport aérien CE/États-Unis: protocole modifiant l'accord,NLE,"[""États-Unis"", ""Pays"", ""3.20.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2010/0112(NLE)&l=fr
2020/0353(COD),2020-12-10,Piles et déchets de piles,COD,"[""3.70.20"", ""3.70.13"", ""3.70.12""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0353(COD)&l=fr
2020/2549(RSP),2020-02-10,Résolution sur la révision des orientations pour les infrastructures énergétiques transeuropéennes,RSP,"[""3.60.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2549(RSP)&l=fr
2020/2734(RPS),2020-07-22,"Résolution sur le projet de règlement de la Commission modifiant les annexes II, III et IV du règlement (CE) nº 396/2005 en ce qui concerne les limites maximales applicables aux résidus de cycloxydim, de flonicamide, d’haloxyfop, de mandestrobine, de mépiquat, de Metschnikowia fructicola, souche NRRL Y-27328, et de prohexadione présents dans ou sur certains produits",RPS,"[""3.10.10"", ""4.60.04.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2734(RPS)&l=fr
2020/2142(DEC),2020-07-29,Décharge 2019 : Budget général de l'UE - Conseil européen et Conseil,DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2142(DEC)&l=fr
2023/2047(INI),2023-04-20,Délibérations de la commission des pétitions en 2022,INI,"[""1.20.03"", ""8.40.01.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2047(INI)&l=fr
2021/0419(COD),2021-12-14,Systèmes de transport routier intelligents,COD,"[""3.20.05"", ""3.20.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0419(COD)&l=fr
2022/0208(COD),2022-06-29,Assistance flexible aux territoires (FAST-CARE),COD,"[""7.10.06"", ""4.70.02"", ""7.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0208(COD)&l=fr
2019/2028(BUD),2019-07-05,Budget général 2020: toutes sections,BUD,"[""8.70.50""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2028(BUD)&l=fr
2020/2124(INI),2020-09-17,Activités financières de la Banque européenne d'investissement - rapport annuel 2020,INI,"[""8.40.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2124(INI)&l=fr
2023/0163(COD),2023-06-01,Agence européenne pour la sécurité maritime,COD,"[""3.20.03.01"", ""8.40.08""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0163(COD)&l=fr
